Run Number,Date,Start Time,End Time,Target,Kin,Beam Polarization,Moeller Good quality (0/1 = bad/good),Beam Helicity quality (0/1 = bad/good),Field Measurement Horizontal angle,Field Measurement Vertical Angle,Q2,E Beam
3052,12/5/2022,7:54,8:57,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3054,12/5/2022,9:48,10:31,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3055,12/5/2022,10:38,11:15,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3058,12/5/2022,11:47,12:58,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3059,12/5/2022,13:06,14:10,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3061,12/5/2022,14:31,15:22,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3062,12/5/2022,15:31,16:35,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3063,12/5/2022,16:37,17:44,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3064,12/5/2022,17:50,19:11,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3065,12/5/2022,19:29,20:27,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3068,12/5/2022,20:58,21:56,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3069,12/5/2022,21:58,22:36,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3075,12/5/2022,23:37,0.39,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3076,12/6/2022,0:42,1:40,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3077,12/6/2022,1:47,3:51,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3079,12/6/2022,4:30,6:31,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3080,12/6/2022,6:41,7:46,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3082,12/6/2022,8:00,9:40,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3089,12/6/2022,23:27,1:43,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3090,12/7/2022,1:45,3:06,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3091,12/7/2022,3:13,4:50,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3092,12/7/2022,4:52,6:54,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3093,12/7/2022,6:59,8:03,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3108,12/7/2022,20:40,21:43,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3109,12/7/2022,21:45,23:02,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3110,12/7/2022,23:04,0:09,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3111,12/8/2022,0:11,0:32,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3112,12/8/2022,0:38,1:56,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3113,12/8/2022,1:59,3:10,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3114,12/8/2022,3:11,4:30,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3115,12/8/2022,4:34,6:20,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3116,12/8/2022,6:21,7:32,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3117,12/8/2022,7:34,8:33,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3118,12/8/2022,8:40,9:47,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3119,12/8/2022,9:49,10:51,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3120,12/8/2022,10:53,11:55,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3121,12/8/2022,11:57,12:38,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3122,12/8/2022,12:45,13:50,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3123,12/8/2022,13:53,15:04,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3124,12/8/2022,15:06,15:55,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3126,12/8/2022,16:04,17:05,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3127,12/8/2022,17:12,17:37,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3134,12/8/2022,18:19,19.57,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3135,12/8/2022,19.58,21.31,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3136,12/8/2022,21.35,23.01,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3138,12/8/2022,23.13,0:39,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3139,12/9/2022,1:25,1:52,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3140,12/9/2022,2:30,3:00,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3141,12/9/2022,3:06,4:26,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3149,12/9/2022,5:54,6:05,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3150,12/9/2022,6:06,6:11,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3151,12/9/2022,6:18,7:15,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3152,12/9/2022,7:28,8:47,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3158,12/9/2022,14:56,15:36,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3159,12/9/2022,15:39,17.35,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3160,12/9/2022,17:46,19.16,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3161,12/9/2022,19:20,20.45,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3162,12/9/2022,20:50,22.12,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3163,12/9/2022,22:13,23:30,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3164,12/9/2022,22:13,0:49,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3165,12/10/2022,0:50,2:05,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3166,12/10/2022,2:06,3:25,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3167,12/10/2022,3:30,4:50,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3170,12/10/2022,5:08,6:20,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3171,12/10/2022,6:22,7:00,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3173,12/10/2022,7:03,7:52,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3174,12/10/2022,7:56,9:16,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3176,12/10/2022,9:26,10:50,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3177,12/10/2022,10:59,12:19,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3178,12/10/2022,12:21,13:41,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3179,12/10/2022,13:46,15:06,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3180,12/10/2022,15:08,16:33,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3181,12/10/2022,16:38,16:50,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3182,12/10/2022,16:57,18:02,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3183,12/10/2022,18:03,19:12,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3184,12/10/2022,19:13,20:20,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3185,12/10/2022,20:37,21:38,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3186,12/10/2022,21:39,22:30,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3188,12/11/2022,0:31,1:41,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3190,12/11/2022,1:48,3:17,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3191,12/11/2022,3:22,4:34,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3192,12/11/2022,4:36,5:57,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3193,12/11/2022,5:59,6:58,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3194,12/11/2022,7:54,9:24,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3195,12/11/2022,9:26,10:56,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3196,12/11/2022,11:05,12:35,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3197,12/11/2022,12:36,14:00,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3198,12/11/2022,14:07,15:37,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3199,12/11/2022,15:40,17:23,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3200,12/11/2022,17:30,18:59,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3201,12/11/2022,19:00,20:32:08,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3202,12/11/2022,20:37,22:11:01,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3203,12/11/2022,22:12,22:32,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3204,12/11/2022,23:11,0:38:29,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3205,12/12/2022,0:43,2:14,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3212,12/12/2022,3:11,3:23,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3213,12/12/0202,3:27,4:31,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3214,12/12/2022,4:34,5:05,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3215,12/12/2022,5:07,6:34,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3217,12/12/2022,6:42,8:14,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3218,12/12/2022,8:17,8:27,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3219,12/12/2022,8:40,10:30,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3220,12/12/2022,10:34,12:07,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3221,12/12/2022,12:08,12:44,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3222,12/12/2022,12:58,15:03,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3223,12/12/2022,15:04,17:04,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3224,12/12/2022,17:09,17:35,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3225,12/12/2022,18:57,20:47,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3226,12/12/2022,20:54,22:50,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3227,12/12/2022,22:53,23:06,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3228,12/12/2022,23:08,0:57,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3229,12/13/2022,1:01,2:33,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3230,12/13/2022,2:34,5:02,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3231,12/13/2022,5:18,6:02,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3239,12/14/2022,1:26,2:00,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3240,12/14/2022,2:13,3:09,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3241,12/14/2022,3:22,4:20,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3242,12/14/2022,4:22,5:19,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3243,12/14/2022,5:21,6:27,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3244,12/14/2022,6:29,7:18,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3245,12/14/2022,7:26,8:31,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3246,12/14/2022,8:32,9:53,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3247,12/14/2022,9:55,11:09,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3248,12/14/2022,11:12,12:13,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3249,12/14/2022,13:25,13:40,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3250,12/14/2022,16:34,16:45,He3,GEN3,86.488,1,1,70.94,0.51,6.83,6.373
3510,1/15/2023,17:36,18:06,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3511,1/15/2023,18:09,18:41,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3512,1/15/2023,18:45,19:12,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3514,1/15/2023,19:29,20:03,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3515,1/15/2023,20:31,20:40,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3517,1/15/2023,21:02,22:12,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3518,1/15/2023,22:14,23:07,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3519,1/15/2023,23:10,0:43,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3520,1/16/2023,0:45,2:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3521,1/16/2023,2:06,2:33,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3523,1/16/2023,2:39,4:08,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3524,1/16/2023,4:12,5:41,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3525,1/16/2023,5:43,7:20,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3526,1/16/2023,7:23,8:18,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3552,1/16/2023,21:11,22:28,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3553,1/16/2023,22:34,23.59,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3554,1/17/2023,0:02,0:12,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3555,1/17/2023,0:21,1:21,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3556,1/17/2023,1:23,2:23,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3557,1/17/2023,2:24,3:29,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3558,1/17/2023,3:34,4:34,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3559,1/17/2023,4:36,5:38,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3560,1/17/2023,5:40,6:35,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3561,1/17/2023,6:40,7:40,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3562,1/17/2023,7:42,8:45,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3563,1/17/2023,8:47,8:54,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3578,1/17/2023,15:33,16:19,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3579,1/17/2023,16:28,17:35,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3580,1/17/2023,17:36,18:30,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3581,1/17/2023,18:31,19:25,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3582,1/17/2023,20:13,20:52,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3583,1/17/2023,20:57,21:25,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3588,1/17/2023,22:39,23:39,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3589,1/17/2023,23:41,0:51,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3590,1/18/2023,0:53,1.53,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3591,1/18/2023,2:01,3:01,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3592,1/18/2023,3:03,4:03,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3593,1/18/2023,4:04,5:03,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3594,1/18/2023,5:09,6:09,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3595,1/18/2023,6:11,7:11,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3596,1/18/2023,7:13,7:21,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3671,1/20/2023,3:43,4:33,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3672,1/20/2023,4:38,6:04,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3673,1/20/2023,6:06,7:08,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3694,1/21/2023,5:43,6:20,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3695,1/21/2023,6:22,6:50,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3696,1/21/2023,7:46,7:56,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3697,1/21/2023,8:00,8:40,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3698,1/21/2023,8:42,9:28,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3701,1/21/2023,10:27,11:13,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3702,1/21/2023,11:21,13:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3703,1/21/2023,13:02,14:18,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3704,1/21/2023,14:22,16:08,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3705,1/21/2023,16:08,17:18,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3706,1/21/2023,17:24,17:47,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3708,1/21/2023,18:10,18:38,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3709,1/21/2023,18:44,19:48,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3710,1/21/2023,19:52,21:03,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3711,1/21/2023,21:09,22:30,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3712,1/21/2023,22:31,23:33,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3713,1/21/2023,23:37,1:04,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3714,1/22/2023,1:06,2:35,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3715,1/22/2023,2:38,4:34,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3716,1/22/2023,4:36,5:34,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3717,1/22/2023,5:37,7:07,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3718,1/22/2023,7:09,8:27,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3719,1/22/2023,8:37,10:26,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3720,1/22/2023,10:27,10:47,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3721,1/22/2023,11:07,11:27,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3722,1/22/2023,13:32,14:35,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3723,1/22/2023,14:41,15:15,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3729,1/22/2023,16:03,17:33,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3730,1/22/2023,20:26,20:54,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3731,1/22/2023,20:56,22:03,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3732,1/22/2023,22:05,23:22,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3733,1/22/2023,23:27,0:16,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3734,1/23/2023,0:21,1:30,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3737,1/23/2023,1:59,3:32,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3738,1/23/2023,3:12,3:52,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3739,1/23/2023,4:21,5:32,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3740,1/23/2023,5:34,6:46,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3741,1/23/2023,6:52,8:28,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3742,1/23/2023,8:30,8:47,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3747,1/23/2023,9:44,10:09,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3748,1/23/2023,13:51,15:17,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3749,1/23/2023,15:19,16:20,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3750,1/23/2023,16:28,17:22,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3752,1/23/2023,17:27,18:18,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3753,1/23/2023,18:21,18:46,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3754,1/23/2023,18:48,19:31,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3755,1/23/2023,19:36,20:42,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3756,1/23/2023,20:43,21:36,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3758,1/23/2023,21:41,22:31,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3759,1/23/2023,22:37,23:31,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3761,1/23/2023,22:36,0:05,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3762,1/24/2023,0:09,1:25,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3763,1/24/2023,1:29,3:02,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3764,1/24/2023,3:04,4:04,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3765,1/24/2023,4:07,5:46,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3766,1/24/2023,5:47,7:04,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3767,1/24/2023,7:05,8:36,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3782,1/24/2023,23:04,23:20,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3783,1/24/2023,23:22,23:38,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3784,1/24/2023,23:40,0:40,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3786,1/25/2023,0:53,1:10,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3787,1/25/2023,1:15,1:40,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3788,1/25/2023,1:41,2:45,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3789,1/25/2023,2:47,3:47,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3790,1/25/2023,3:49,4:09,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3791,1/25/2023,4:11,5:12,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3792,1/25/2023,5:15,6:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3794,1/25/2023,6:08,7:00,He3,GEN4a,86.185,1,0,74.07,0.55,9.82,8.448
3795,1/25/2023,7:08,8:14,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3796,1/25/2023,9:50,10:15,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3810,1/25/2023,23:52,0:52,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3811,1/26/2023,0:56,2:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3812,1/26/2023,2:03,3:16,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3813,1/26/2023,3:24,4:53,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3815,1/27/2023,8:41,9:21,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3822,1/27/2023,11:13,11:46,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3823,1/27/2023,14:27,15:25,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3824,1/27/2023,15:27,16:34,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3825,1/27/2023,16:38,17:39,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3826,1/27/2023,17:40,18:45,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3827,1/27/2023,18:46,19:47,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3828,1/27/2023,19:49,20:49,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3829,1/27/2023,20:53,21:56,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3830,1/27/2023,21:57,23:02,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3832,1/27/2023,23:10,0:12,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3833,1/28/2023,0:14,1:18,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3835,1/28/2023,1:40 AM,3:03,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3836,1/28/2023,3:04,4:14,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3837,1/28/2023,4:15 AM,5:30,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3838,1/28/2023,5:35,7:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3839,1/28/2023,7:02,8:08,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3840,1/28/2023,8:11,9:11,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3841,1/28/2023,9:11,10:03,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3842,1/28/2023,11:00,12:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3843,1/28/2023,12:04,13:07,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3844,1/28/2023,13:12,14:08,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3846,1/28/2023,15:03,16:12,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3847,1/28/2023,16:15,17:50,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3848,1/28/2023,17:20,18:09,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3849,1/28/2023,18:25,19:28,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3850,1/28/2023,19:29,20:32,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3851,1/28/2023,20:35,21:58,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3852,1/28/2023,22:09,23:06,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3853,1/28/2023,23:07,23:57,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
