Run Number,Date,Start Time,End Time,Target,Kin,Beam Polarization,Moeller Good quality (0/1 = bad/good),Beam Helicity quality (0/1 = bad/good),Field Measurement Horizontal angle,Field Measurement Vertical Angle,Q2,E Beam
3854,1/28/2023,23:59,1:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3855,1/29/2023,1:02,2:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3856,1/29/2023,3:14,4:19,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3857,1/29/2023,4:23,4:49,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3858,1/29/2023,6:11,7:12,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3859,1/29/2023,7:14,8:21,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3860,1/29/2023,8:25,9:47,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3861,1/29/2023,10:09,11:12,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3864,1/29/2023,20:32,21:27,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3866,1/29/2023,23:44,0:49,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3868,1/30/2023,1:53,2:56,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3869,1/30/2023,2:58,4:14,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3878,1/31/2023,12:00,13:03,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3880,1/31/2023,13:45,14:45,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3881,1/31/2023,14:47,15:37,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3882,1/31/2023,15:58,17:08,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3883,1/31/2023,17:11,18:33,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3884,1/31/2023,18:35,19:30,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3885,1/31/2023,19:35,20:35,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3867,2/1/2023,2:08,3:10,He3,GEN4a,86.185,1,0,74.07,0.55,9.82,8.448
3889,2/1/2023,4:12,5:09,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3890,2/1/2023,5:11,6:31,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3923,2/2/2023,13:46,14:45,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3924,2/2/2023,14:47,16:27,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3926,2/2/2023,19:23,21:27,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3927,2/2/2023,21:55,23:31,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3928,2/2/2023,23:36,0:26,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3929,2/3/2023,0:32,1:35,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3930,2/3/2023,1:39,2:46,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3931,2/3/2023,2:51,3:54,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3932,2/3/2023,4:00,5:03,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3933,2/3/2023,5:06,6:01,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3934,2/3/2023,6:04,7:04,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3935,2/3/2023,7:06,7:48,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3936,2/3/2023,7:53,8:57,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3937,2/3/2023,8:59,10:01,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3938,2/3/2023,10:04,10:27,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3939,2/3/2023,10:47,11:50,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3940,2/3/2023,11:58,1:09,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3941,2/3/2023,13:16,14:17,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3942,2/3/2023,14:19,15:18,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3944,2/3/2023,15:40,16:15,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3945,2/3/2023,16:54,17:18,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3946,2/3/2023,17:20,18:27,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3947,2/3/2023,18:28,19:32,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3948,2/3/2023,19:37,20:43,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3951,2/3/2023,21:32,21:37,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3952,2/3/2023,21:38,22:34,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3954,2/3/2023,22:39,23:30,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3955,2/3/2023,23:33,0:34,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3956,2/4/2023,0:36,1:36,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3957,2/4/2023,1:38,2:38,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3958,2/4/2023,2:40,3:40,He3,GEN4a,86.185,1,0,74.07,0.55,9.82,8.448
3959,2/4/2023,3:47,4:47,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3960,2/4/2023,4:51,5:51,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3961,2/4/2023,5:54,6:54,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3962,2/4/2023,6:56,7:33,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3963,2/4/2023,7:44,9:04,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3964,2/4/2023,9:08,10:07,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3965,2/4/2023,10:12,10:40,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3966,2/4/2023,10:43,11:43,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3967,2/4/2023,12:03,13:23,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3968,2/4/2023,13:27,14:52,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3970,2/4/2023,16:41,17:45,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3972,2/4/2023,18:25,19:34,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3973,2/4/2023,19:41,20:43,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3974,2/4/2023,20:44,21:50,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3975,2/4/2023,21:54,23:01,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3976,2/4/2023,23:02,23:30,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3977,2/4/2023,23:52,1:21,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3978,2/5/2023,1:23,2:10,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3980,2/5/2023,4:20,5:10,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3981,2/5/2023,5:10,5:35,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3983,2/5/2023,5:59,7:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3985,2/5/2023,8:57,9:57,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3986,2/5/2023,10:01,12:11,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3996,2/6/2023,1:24,2:47,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
3998,2/6/2023,8:11,8:27,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4023,2/9/2023,13:29,13:44,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4024,2/9/2023,13:48,14:06,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4025,2/9/2023,14:29,15:16,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4027,2/9/2023,15:30,16:12,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4028,2/9/2023,16:14,17:17,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4029,2/9/2023,17:21,18:22,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4030,2/9/2023,18:24,19:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4031,2/9/2023,19:07,20:09,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4032,2/9/2023,20:10,21:22,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4034,2/9/2023,22:10,22:47,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4035,2/9/2023,23:24,0:46,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4036,2/10/2023,0:47,1:31,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4037,2/10/2023,1:37,3:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4038,2/10/2023,3:02,3:35,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4043,2/10/2023,4:34,5:45,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4044,2/10/2023,5:46,6:46,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4046,2/10/23,7:02,8:21,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4048,2/10/23,13:23,13:37,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4051,2/10/23,13.48,14:56,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4052,2/10/23,14:59,15:56,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4053,2/10/2023,16:02,17:05,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4054,2/10/2023,17:13,18:14,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4055,2/10/2023,18:39,18:59,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4056,2/10/2023,19:17,19:50,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4057,2/10/2023,19:58,19:59,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4058,2/10/2023,21:02,22:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4059,2/10/2023,22:07,23:08,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4060,2/10/2023,23:10,0:08,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4061,2/11/2023,0:10,0:40,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4062,2/11/2023,1:04,2:04,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4063,2/11/2023,2:07,3:08,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4064,2/11/2023,3:10,4:19,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4065,2/11/2023,4:31,5:19,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4066,2/11/2023,5:22,6:03,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4067,2/11/2023,6:07,6:29,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4068,2/11/2023,6:31,7:42,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4069,2/11/2023,7:45,8:17,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4070,2/11/2023,8:20,8:28,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4071,2/11/2023,8:39,9:34,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4072,2/11/2023,10:01,11:54,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4073,2/11/2023,11:56,12:26,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4074,2/11/2023,12:30,14:22,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4075,2/11/2023,14:29,15:15,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4076,2/11/2023,16:11,17:12,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4077,2/11/2023,17:15,18:32,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4078,2/11/2023,18:36,19:38,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4079,2/11/2023,19:42,20:34,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4080,2/11/2023,20:36,21:28,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4081,2/11/2023,21:30,~22:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4082,2/11/2023,22:11,23:26,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4083,2/11/2023,23:28,0:17,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4084,2/12/2023,0:19,2:24,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4085,2/12/2023,2:29,3:51,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4086,2/12/2023,3:53,5:30,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4087,2/12/2023,5:32,6:25,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4088,2/12/2023,6:30,7:53,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4089,2/12/2023,7:55,9:02,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4091,2/12/2023,11:18,12:30,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4092,2/12/2023,12:32,13:40,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4093,2/12/2023,13:42,14:40,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4094,2/12/2023,14:46,16:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4095,2/12/2023,16:02,16:58,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4096,2/12/2023,17:02,17:57,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4097,2/12/2023,17:59,18:58,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4098,2/12/2023,19:03,19:46,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4099,2/12/2023,19:48,20:52,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4100,2/12/2023,20:53,22:33,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4101,2/12/2023,22:37,23:37,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4102,2/12/2023,23:40,1:31,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4103,2/13/2023,1:33,2:27,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4104,2/13/2023,2:32,4:05,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4105,2/13/2023,4:09,5:35,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4106,2/13/2023,5:37,6:09,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4107,2/13/2023,6:12,7:05,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4114,2/13/2023,23:42,0:43,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4115,2/14/2023,0:46,1:47,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4116,2/14/2023,1:48,2:08,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4117,2/14/2023,2:10,3:27,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4118,2/14/2023,3:31,4:32,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4119,2/14/2023,4:34,5:33,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4120,2/14/2023,5:53,7:30,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4121,2/14/2023,7:36,8:43,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4122,2/14/2023,9:02,9:28,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4155,2/15/2023,1:37,2:22,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4156,2/15/2023,2:40,3:41,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4159,2/15/2023,4:05,5:07,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4160,2/15/2023,5:25,6:25,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4164,2/15/2023,7:00,7:51,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4165,2/15/2023,7:54,8:57,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4167,2/15/2023,9:11,10:05,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4168,2/15/2023,10:14,11:01,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4169,2/15/2023,11:07,11:58,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4170,2/15/2023,12:02,13:02,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4171,2/15/2023,13:06,14:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4172,2/15/2023,14:04,14:40,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4173,2/15/2023,14:52,15:51,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4174,2/15/2023,15:55,16:58,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4175,2/15/2023,17:04,18:04,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4176,2/15/2023,18:06,19:08,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4178,2/15/2023,19:22,20:02,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4179,2/15/2023,20:31,21:39,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4180,2/15/2023,21:40,22:46,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4181,2/15/2023,22:48,23:46,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4182,2/15/2023,23:50,0:51,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4183,2/16/2023,0:55,1:06,He3,GEN4a,86.185,1,0,74.07,0.55,9.82,8.448
4186,2/16/2023,1:50,2:50,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4187,2/16/2023,2:52,3:50,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4188,2/16/2023,3:52,4:47,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4189,2/16/2023,4:51,5:25,He3,GEN4a,86.185,1,0,74.07,0.55,9.82,8.448
4190,2/16/2023,5:32,6:31,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4192,2/16/2023,18:08,18:19,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4194,2/16/2023,20:05,21:06,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4195,2/16/2023,21:09,21:47,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4196,2/16/2023,21:49,22:53:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4197,2/16/2023,22:58,0:05,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4198,2/17/2023,0:08,1:55:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4199,2/17/2023,1:57,3:09,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4200,2/17/2023,3:17,4:33,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4201,2/17/2023,4:37,6:22,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4202,2/17/2023,6:24,7:10,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4203,2/17/2023,7:21,9:15,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4204,2/17/2023,9:18,10:06,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4214,2/17/2023,11:10,12:09,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4215,2/17/2023,12:22,12:54,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4216,2/17/2023,13:01,13:55,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4217,2/17/2023,13:59,14:47,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4218,2/17/2023,15:41,15:58,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4219,2/17/2023,16:11,17:09,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4220,2/17/2023,17:28,18:28,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4223,2/17/2023,21:04,22:03,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4224,2/17/2023,22:21,23:06,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4230,2/18/2023,0:31,0:51,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4231,2/18/2023,0:54,2:30,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4233,2/18/2023,3:10,4:33,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4234,2/18/2023,4:34,5:37,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4236,2/18/2023,5:49,6:45,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4251,2/18/2023,23:52,1:41,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4252,2/19/2023,1:45,2:57,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4253,2/19/2023,3:00,3:47,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4254,2/19/2023,3:53,5:37,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4256,2/19/2023,6:22,7:47,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4257,2/19/2023,7:51,8:53,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4258,2/19/2023,8:57,9:45,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4260,2/19/2023,10:51,11:46,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4261,2/19/2023,12:15,12:59,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4262,2/19/2023,13:01,13:30,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4263,2/19/2023,13:43,14:51,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4264,2/19/2023,14:52,15:17,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4265,2/19/2023,15:28,17:54,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4266,2/19/2023,17:58,18:53,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4273,2/20/2023,6:33,6:59,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4274,2/20/2023,7:55,9:03,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4275,2/20/2023,9:11,10:47,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4284,2/21/2023,3:03,3:35,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4285,2/21/2023,3:57,4:57,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4286,2/21/2023,4:58,5:57,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4287,2/21/2023,6:01,6:44,He3,GEN4a,86.185,1,0,74.07,0.55,9.82,8.448
4288,2/21/2023,6:46,7:16,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4289,2/21/2023,7:32,8:30,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4290,2/21/2023,8:34,9:31,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4292,2/21/2023,10:16,11:06,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4293,2/21/2023,13:37,14:11,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4294,2/21/2023,15:54,16:27,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4297,2/22/2023,2:15,3:15,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4298,2/22/2023,3:17,4:01,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4299,2/22/2023,4:13,5:20,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4300,2/22/2023,5:22,6:08,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4302,2/22/2023,14:03,17:30,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4303,2/22/2023,18:36,19:46,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4304,2/22/2023,19:48,20:59,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4305,2/22/2023,21:01,22:01,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4307,2/22/2023,22:47,23:47,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4308,2/22/2023,23:49,1:03,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4309,2/23/2023,1:17,1:25,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4310,2/23/2023,1:27,2:25,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4311,2/23/2023,2:39,3:18,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4315,2/23/2023,5:13,6:17,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4316,2/23/2023,6:18,6:38,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4320,2/23/2023,18:16,19:17,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4321,2/23/2023,19:18,20:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4322,2/23/2023,20:02,21:02,He3,GEN4a,86.185,1,0,74.07,0.55,9.82,8.448
4323,2/23/2023,21:05,22:00,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4324,2/23/2023,22:07,22:46,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4325,2/23/2023,22:52,23:20,He3,GEN4a,86.185,1,0,74.07,0.55,9.82,8.448
4328,2/23/2023,23:47,0:54,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4329,2/24/2023,1:08,2:17,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4330,2/24/2023,2:19,3:24,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4331,2/24/2023,3:27,4:23,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4332,2/24/2023,4:29,5:28,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4333,2/24/2023,5:29,6:40,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4334,2/24/2023,6:43,7:48,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4335,2/24/2023,7:49,8:36,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4339,2/25/2023,9:33,9:58,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
4341,2/25/2023,10:05,10:57,He3,GEN4a,86.185,1,1,74.07,0.55,9.82,8.448
